id,name,content,difficulty
1113,Moving Stones Until Consecutive II,"['on', 'infinite', 'number', 'position', 'stone', 'given', 'call', 'stone', 'endpoint', 'stone', 'smallest', 'largest', 'each', 'pick', 'endpoint', 'stone', 'move', 'unoccupied', 'position', 'longer', 'endpoint', 'in', 'stones', 'stones', 'cannot', 'move', 'endpoint', 'stone', 'position', 'since', 'moving', 'position', 'still', 'keep', 'stone', 'endpoint', 'the', 'game', 'ends', 'cannot', 'make', 'stones', 'consecutive', 'when', 'game', 'minimum', 'maximum', 'number', 'moves', 'could', 'return', 'answer', 'length', 'we', 'move', 'one', 'move', 'finish', 'move', 'two', 'moves', 'finish', 'we', 'move', 'finish', 'move', 'finish', 'notice', 'cannot', 'move', 'finish', 'would', 'illegal', 'distinct', 'array', 'sliding window']",2
1111,Minimum Score Triangulation of Polygon,"['given', 'consider', 'convex', 'polygon', 'vertices', 'labelled', 'clockwise', 'suppose', 'triangulate', 'polygon', 'for', 'value', 'triangle', 'labels', 'total', 'score', 'triangulation', 'sum', 'values', 'triangles', 'return', 'smallest', 'possible', 'total', 'score', 'achieve', 'triangulation', 'the', 'polygon', 'already', 'score', 'triangle', 'there', 'two', 'possible', 'the', 'minimum', 'score', 'the', 'minimum', 'score', 'triangulation', 'score', 'dynamic programming']",2
1106,Escape a Large Maze,"['in', 'million', 'million', 'coordinates', 'grid', 'square', 'we', 'start', 'source', 'square', 'want', 'reach', 'target', 'each', 'walk', 'adjacent', 'square', 'grid', 'given', 'list', 'blocked', 'return', 'true', 'possible', 'reach', 'target', 'square', 'sequence', 'blocked', 'source', 'target', 'the', 'target', 'square', 'inaccessible', 'starting', 'source', 'walk', 'outside', 'blocked', 'source', 'target', 'because', 'blocked', 'possible', 'reach', 'target', 'source', 'target', 'breadth-first search']",3
1105,Uncrossed Lines,"['we', 'write', 'integers', 'a', 'order', 'two', 'separate', 'horizontal', 'may', 'draw', 'connecting', 'straight', 'line', 'connecting', 'two', 'numbers', 'the', 'line', 'draw', 'intersect', 'connecting', 'note', 'connecting', 'lines', 'cannot', 'intersect', 'even', 'number', 'belong', 'one', 'connecting', 'return', 'maximum', 'number', 'connecting', 'lines', 'draw', 'a', 'b', 'we', 'draw', 'uncrossed', 'lines', 'we', 'cannot', 'draw', 'uncrossed', 'line', 'intersect', 'line', 'a', 'b', 'a', 'b', 'array']",2
1104,Coloring A Border,"['given', 'value', 'grid', 'represents', 'color', 'grid', 'square', 'two', 'squares', 'belong', 'connected', 'component', 'color', 'next', 'connected', 'component', 'squares', 'connected', 'component', 'adjacent', 'square', 'boundary', 'grid', 'first', 'last', 'row', 'given', 'square', 'grid', 'color', 'connected', 'component', 'square', 'given', 'return', 'final', 'grid', 'color', 'grid', 'color', 'grid', 'color', 'color', 'depth-first search']",2
1103,Moving Stones Until Consecutive,"['three', 'stones', 'number', 'line', 'positions', 'each', 'pick', 'stone', 'endpoint', 'either', 'lowest', 'highest', 'position', 'move', 'unoccupied', 'position', 'say', 'stones', 'currently', 'positions', 'z', 'x', 'you', 'pick', 'stone', 'either', 'position', 'x', 'position', 'move', 'stone', 'integer', 'position', 'x', 'k', 'z', 'k', 'the', 'game', 'ends', 'cannot', 'make', 'stones', 'consecutive', 'when', 'game', 'minimum', 'maximum', 'number', 'moves', 'could', 'return', 'answer', 'length', 'answer', 'b', 'c', 'move', 'stone', 'move', 'stone', 'b', 'c', 'we', 'cannot', 'make', 'b', 'c', 'move', 'stone', 'move', 'stone', 'b', 'c', 'b', 'c', 'brainteaser']",1
1097,Stream of Characters,"['implement', 'streamchecker', 'class', 'init', 'data', 'structure', 'given', 'returns', 'true', 'k', 'last', 'queried', 'order', 'oldest', 'including', 'letter', 'spell', 'one', 'words', 'given', 'streamchecker', 'streamchecker', 'new', 'init', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'words', 'consist', 'lowercase', 'english', 'queries', 'consist', 'lowercase', 'english', 'the', 'number', 'queries', 'trie']",3
1096,Maximum Sum of Two Non-Overlapping Subarrays,"['given', 'array', 'a', 'return', 'maximum', 'sum', 'elements', 'two', 'subarray', 'could', 'occur', 'largest', 'v', 'l', 'j', 'j', 'm', 'j', 'j', 'm', 'l', 'a', 'l', 'm', 'one', 'choice', 'subarrays', 'length', 'length', 'a', 'l', 'm', 'one', 'choice', 'subarrays', 'length', 'length', 'a', 'l', 'm', 'one', 'choice', 'subarrays', 'length', 'length', 'l', 'm', 'l', 'm', 'array']",2
1095,Two City Scheduling,"['there', 'people', 'company', 'planning', 'the', 'cost', 'flying', 'person', 'city', 'a', 'cost', 'flying', 'person', 'city', 'b', 'return', 'minimum', 'cost', 'fly', 'every', 'person', 'city', 'exactly', 'n', 'people', 'arrive', 'the', 'first', 'person', 'goes', 'city', 'a', 'cost', 'the', 'second', 'person', 'goes', 'city', 'a', 'cost', 'the', 'third', 'person', 'goes', 'city', 'b', 'cost', 'the', 'fourth', 'person', 'goes', 'city', 'b', 'cost', 'the', 'total', 'minimum', 'cost', 'half', 'people', 'interviewing', 'it', 'guaranteed', 'greedy']",1
1094,Matrix Cells in Distance Order,"['we', 'given', 'matrix', 'r', 'rows', 'c', 'columns', 'cells', 'integer', 'r', 'r', 'c', 'given', 'cell', 'matrix', 'return', 'coordinates', 'cells', 'sorted', 'distance', 'smallest', 'distance', 'largest', 'distance', 'two', 'cells', 'manhattan', 'may', 'return', 'answer', 'order', 'satisfies', 'r', 'c', 'the', 'distances', 'cells', 'r', 'c', 'the', 'distances', 'cells', 'the', 'answer', 'would', 'also', 'accepted', 'r', 'c', 'the', 'distances', 'cells', 'there', 'answers', 'would', 'also', 'accepted', 'r', 'c', 'r', 'c', 'sort']",1
1093,Recover a Tree From Preorder Traversal,"['we', 'run', 'first', 'search', 'root', 'binary', 'at', 'node', 'output', 'd', 'dashes', 'd', 'depth', 'output', 'value', 'depth', 'node', 'depth', 'immediate', 'child', 'the', 'depth', 'root', 'node', 'if', 'node', 'one', 'child', 'guaranteed', 'left', 'given', 'output', 's', 'recover', 'tree', 'return', 'the', 'number', 'nodes', 'original', 'tree', 'each', 'node', 'value', 'tree', 'depth-first search']",3
1092,Maximum Difference Between Node and Ancestor,"['given', 'root', 'binary', 'find', 'maximum', 'value', 'v', 'exists', 'different', 'nodes', 'a', 'b', 'v', 'a', 'ancestor', 'node', 'a', 'ancestor', 'b', 'child', 'a', 'equal', 'child', 'a', 'ancestor', 'we', 'various', 'given', 'among', 'possible', 'maximum', 'value', 'obtained', 'the', 'number', 'nodes', 'tree', 'each', 'node', 'value', 'tree', 'depth-first search']",2
1087,Longest Arithmetic Sequence,"['given', 'array', 'a', 'return', 'length', 'longest', 'arithmetic', 'subsequence', 'recall', 'subsequence', 'a', 'list', 'sequence', 'arithmetic', 'value', 'the', 'whole', 'array', 'arithmetic', 'sequence', 'steps', 'length', 'the', 'longest', 'arithmetic', 'subsequence', 'the', 'longest', 'arithmetic', 'subsequence', 'dynamic programming']",2
1086,Divisor Game,"['alice', 'bob', 'take', 'turns', 'playing', 'alice', 'starting', 'number', 'on', 'player', 'makes', 'x', 'x', 'n', 'n', 'x', 'chalkboard', 'n', 'player', 'cannot', 'make', 'lose', 'return', 'true', 'alice', 'wins', 'assuming', 'players', 'play', 'alice', 'chooses', 'bob', 'alice', 'chooses', 'bob', 'chooses', 'alice', 'n', 'math', 'dynamic programming']",1
1081,Video Stitching,"['you', 'given', 'series', 'video', 'clips', 'sporting', 'event', 'lasted', 't', 'video', 'clips', 'overlapping', 'varied', 'each', 'video', 'clip', 'starts', 'time', 'ends', 'time', 'we', 'cut', 'clips', 'segments', 'clip', 'cut', 'return', 'minimum', 'number', 'clips', 'needed', 'cut', 'clips', 'segments', 'cover', 'entire', 'sporting', 'event', 'if', 'task', 'return', 'clips', 't', 'we', 'take', 'clips', 'total', 'reconstruct', 'sporting', 'event', 'we', 'cut', 'segments', 'now', 'segments', 'cover', 'sporting', 'event', 'clips', 't', 'we', 'cover', 'clips', 't', 'we', 'take', 'clips', 'clips', 't', 'notice', 'extra', 'video', 'event', 't', 'dynamic programming']",2
1080,Camelcase Matching,"['a', 'query', 'word', 'matches', 'given', 'pattern', 'insert', 'lowercase', 'letters', 'pattern', 'word', 'equals', 'may', 'insert', 'character', 'may', 'insert', 'given', 'list', 'return', 'answer', 'list', 'true', 'matches', 'queries', 'pattern', 'generated', 'like', 'generated', 'like', 'generated', 'like', 'queries', 'pattern', 'generated', 'like', 'generated', 'like', 'queries', 'pattern', 'generated', 'like', 'all', 'strings', 'consists', 'lower', 'upper', 'case', 'english', 'string', 'trie']",2
1079,Sum of Root To Leaf Binary Numbers,"['given', 'binary', 'node', 'value', 'each', 'path', 'represents', 'binary', 'number', 'starting', 'significant', 'for', 'path', 'could', 'represent', 'for', 'leaves', 'consider', 'numbers', 'represented', 'root', 'return', 'sum', 'the', 'number', 'nodes', 'tree', 'the', 'answer', 'exceed', 'tree']",1
1078,Remove Outermost Parentheses,"['a', 'valid', 'parentheses', 'string', 'either', 'empty', 'a', 'a', 'a', 'b', 'valid', 'parentheses', 'represents', 'string', 'for', 'valid', 'parentheses', 'a', 'valid', 'parentheses', 'string', 's', 'primitive', 'exist', 'way', 'split', 's', 'a', 'b', 'nonempty', 'valid', 'parentheses', 'given', 'valid', 'parentheses', 'string', 'consider', 'primitive', 's', 'primitive', 'valid', 'parentheses', 'return', 's', 'removing', 'outermost', 'parentheses', 'every', 'primitive', 'string', 'primitive', 'decomposition', 'the', 'input', 'string', 'primitive', 'decomposition', 'after', 'removing', 'outer', 'parentheses', 'the', 'input', 'string', 'primitive', 'decomposition', 'after', 'removing', 'outer', 'parentheses', 'the', 'input', 'string', 'primitive', 'decomposition', 'after', 'removing', 'outer', 'parentheses', 's', 'valid', 'parentheses', 'string', 'stack']",1
1073,Number of Enclaves,"['given', 'array', 'cell', 'a', 'move', 'consists', 'walking', 'one', 'land', 'square', 'another', 'land', 'boundary', 'return', 'number', 'land', 'squares', 'grid', 'cannot', 'walk', 'boundary', 'grid', 'number', 'there', 'three', 'enclosed', 'one', 'enclosed', 'all', 'either', 'boundary', 'reach', 'all', 'rows', 'depth-first search']",2
1072,Next Greater Node In Linked List,"['we', 'given', 'linked', 'list', 'first', 'number', 'each', 'node', 'may', 'next', 'larger', 'j', 'j', 'smallest', 'possible', 'if', 'next', 'larger', 'value', 'return', 'array', 'note', 'example', 'arrays', 'serialization', 'linked', 'list', 'head', 'node', 'value', 'second', 'node', 'value', 'third', 'node', 'value', 'node', 'linked', 'the', 'given', 'list', 'length', 'range', 'linked list', 'stack']",2
1071,Binary Prefix Divisible By 5,"['given', 'array', 'a', 'consider', 'subarray', 'binary', 'number', 'return', 'list', 'divisible', 'the', 'input', 'numbers', 'binary', 'only', 'first', 'number', 'divisible', 'array']",1
1070,Convert to Base -2,"['given', 'number', 'return', 'string', 'consisting', 'represents', 'value', 'base', 'the', 'returned', 'string', 'must', 'leading', 'unless', 'string', 'n', 'math']",2
1065,Binary String With Substrings Representing 1 To N,"['given', 'binary', 'string', 's', 'string', 'consisting', 'positive', 'integer', 'return', 'true', 'every', 'integer', 'x', 'binary', 'representation', 'x', 'substring', 's', 'n', 's', 'n', 'n', 'string']",2
1064,Smallest Integer Divisible by K,"['given', 'positive', 'integer', 'need', 'find', 'integer', 'n', 'n', 'divisible', 'n', 'contains', 'digit', 'return', 'if', 'the', 'smallest', 'answer', 'n', 'length', 'there', 'positive', 'integer', 'n', 'divisible', 'the', 'smallest', 'answer', 'n', 'length', 'k', 'math']",2
1063,Best Sightseeing Pair,"['given', 'array', 'a', 'positive', 'represents', 'value', 'sightseeing', 'spots', 'distance', 'j', 'the', 'pair', 'sightseeing', 'spots', 'sum', 'values', 'sightseeing', 'minus', 'distance', 'return', 'maximum', 'score', 'pair', 'sightseeing', 'j', 'j', 'array']",2
1062,Partition Array Into Three Parts With Equal Sum,"['given', 'array', 'a', 'return', 'true', 'partition', 'array', 'three', 'parts', 'equal', 'partition', 'array', 'find', 'indexes', 'j', 'array']",1
1057,Numbers With Repeated Digits,"['given', 'positive', 'integer', 'return', 'number', 'positive', 'integers', 'less', 'equal', 'n', 'least', 'repeated', 'the', 'positive', 'number', 'least', 'repeated', 'digit', 'the', 'positive', 'numbers', 'atleast', 'repeated', 'digit', 'n', 'math', 'dynamic programming']",3
1056,Capacity To Ship Packages Within D Days,"['a', 'conveyor', 'belt', 'packages', 'must', 'shipped', 'one', 'port', 'another', 'within', 'd', 'the', 'package', 'conveyor', 'belt', 'weight', 'each', 'load', 'ship', 'packages', 'conveyor', 'belt', 'order', 'given', 'we', 'may', 'load', 'weight', 'maximum', 'weight', 'capacity', 'return', 'least', 'weight', 'capacity', 'ship', 'result', 'packages', 'conveyor', 'belt', 'shipped', 'within', 'd', 'weights', 'd', 'a', 'ship', 'capacity', 'minimum', 'ship', 'packages', 'days', 'like', 'note', 'cargo', 'must', 'shipped', 'order', 'using', 'ship', 'capacity', 'splitting', 'packages', 'parts', 'like', 'weights', 'd', 'a', 'ship', 'capacity', 'minimum', 'ship', 'packages', 'days', 'like', 'weights', 'd', 'd', 'array', 'binary search']",2
1055,Pairs of Songs With Total Durations Divisible by 60,"['in', 'list', 'duration', 'return', 'number', 'pairs', 'songs', 'seconds', 'divisible', 'want', 'number', 'j', 'three', 'pairs', 'total', 'duration', 'divisible', 'total', 'duration', 'total', 'duration', 'total', 'duration', 'all', 'three', 'pairs', 'total', 'duration', 'divisible', 'array']",1
1054,Complement of Base 10 Integer,"['every', 'integer', 'binary', 'for', 'represented', 'note', 'except', 'n', 'leading', 'zeroes', 'the', 'binary', 'number', 'binary', 'get', 'changing', 'every', 'for', 'complement', 'binary', 'for', 'given', 'number', 'n', 'return', 'complement', 'binary', 'representation', 'complement', 'complement', 'complement', 'n', 'math']",1
1050,Construct Binary Search Tree from Preorder Traversal,"['return', 'root', 'node', 'binary', 'search', 'tree', 'matches', 'given', 'preorder', 'binary', 'search', 'binary', 'tree', 'every', 'descendant', 'value', 'descendant', 'value', 'also', 'recall', 'preorder', 'value', 'traverses', 'traverses', 'the', 'values', 'preorder', 'tree']",2
1049,Minimum Domino Rotations For Equal Row,"['in', 'row', 'represent', 'top', 'bottom', 'halves', 'domino', 'tile', 'two', 'numbers', 'one', 'half', 'we', 'may', 'rotate', 'swap', 'return', 'minimum', 'number', 'rotations', 'values', 'a', 'values', 'if', 'cannot', 'return', 'a', 'b', 'the', 'first', 'figure', 'represents', 'dominoes', 'given', 'a', 'if', 'rotate', 'second', 'fourth', 'make', 'every', 'value', 'top', 'row', 'equal', 'indicated', 'second', 'a', 'b', 'in', 'possible', 'rotate', 'dominoes', 'make', 'one', 'row', 'values', 'array', 'greedy']",2
1048,Clumsy Factorial,"['factorial', 'positive', 'integer', 'product', 'positive', 'integers', 'less', 'equal', 'for', 'we', 'instead', 'make', 'clumsy', 'integers', 'decreasing', 'multiply', 'operations', 'fixed', 'rotation', 'divide', 'add', 'subtract', 'for', 'operations', 'still', 'applied', 'using', 'usual', 'order', 'operations', 'multiplication', 'division', 'steps', 'addition', 'subtraction', 'multiplication', 'division', 'steps', 'processed', 'left', 'division', 'use', 'floor', 'this', 'guarantees', 'result', 'implement', 'defined', 'given', 'integer', 'returns', 'clumsy', 'factorial', 'n', 'answer', 'answer', 'guaranteed', 'fit', 'within', 'math']",2
1047,Maximize Sum Of Array After K Negations,"['given', 'array', 'a', 'array', 'following', 'choose', 'repeat', 'process', 'k', 'times', 'may', 'choose', 'index', 'multiple', 'return', 'largest', 'possible', 'sum', 'array', 'modifying', 'a', 'k', 'choose', 'indices', 'a', 'becomes', 'a', 'k', 'choose', 'indices', 'a', 'becomes', 'a', 'k', 'choose', 'indices', 'a', 'becomes', 'k', 'greedy']",1
1046,Max Consecutive Ones III,"['given', 'array', 'may', 'change', 'return', 'length', 'longest', 'subarray', 'contains', 'a', 'k', 'bolded', 'numbers', 'flipped', 'the', 'longest', 'subarray', 'a', 'k', 'bolded', 'numbers', 'flipped', 'the', 'longest', 'subarray', 'k', 'two pointers', 'sliding window']",2
1045,Check If Word Is Valid After Substitutions,"['we', 'given', 'string', 'from', 'valid', 'string', 'may', 'two', 'pieces', 'x', 'y', 'x', 'y', 'concatenated', 'equal', 'y', 'may', 'x', 'y', 'also', 'if', 'example', 's', 'examples', 'valid', 'strings', 'examples', 'return', 'true', 'given', 'we', 'start', 'valid', 'string', 'then', 'insert', 'another', 'resulting', 'valid', 'consecutive', 'insertings', 'then', 'insert', 'last', 'resulting', 'false', 'string', 'stack']",2
1044,Find Common Characters,"['given', 'strings', 'made', 'lowercase', 'return', 'list', 'characters', 'show', 'strings', 'within', 'list', 'character', 'occurs', 'strings', 'need', 'include', 'character', 'three', 'final', 'you', 'may', 'return', 'answer', 'lowercase', 'letter', 'array', 'hash table']",1
1043,Grid Illumination,"['on', 'n', 'x', 'n', 'grid', 'cell', 'x', 'n', 'n', 'number', 'lamps', 'tells', 'us', 'location', 'lamp', 'each', 'lamp', 'illuminates', 'every', 'square', 'diagonals', 'queen', 'for', 'answer', 'query', 'cell', 'else', 'after', 'query', 'order', 'given', 'turn', 'cell', 'adjacent', 'share', 'corner', 'edge', 'cell', 'return', 'array', 'equal', 'answer', 'query', 'n', 'lamps', 'queries', 'before', 'performing', 'first', 'query', 'lamps', 'the', 'grid', 'representing', 'cells', 'lit', 'looks', 'like', 'top', 'left', 'bottom', 'right', 'then', 'query', 'returns', 'cell', 'after', 'lamp', 'turns', 'grid', 'looks', 'like', 'before', 'performing', 'second', 'query', 'lamp', 'now', 'query', 'returns', 'cell', 'longer', 'n', 'hash table']",3
