id,name,content,difficulty
1104,Coloring A Border,"['value', 'grid', 'represents', 'color', 'grid', 'square', 'two', 'squares', 'belong', 'connected', 'component', 'color', 'next', 'connected', 'component', 'squares', 'connected', 'component', 'adjacent', 'square', 'boundary', 'grid', 'first', 'last', 'row', 'square', 'grid', 'color', 'connected', 'component', 'square', 'return', 'final', 'grid', 'color', 'grid', 'color', 'grid', 'color', 'color', 'depth-first search']",2
1103,Moving Stones Until Consecutive,"['three', 'stones', 'number', 'line', 'positions', 'pick', 'stone', 'endpoint', 'either', 'lowest', 'highest', 'position', 'move', 'unoccupied', 'position', 'say', 'stones', 'currently', 'positions', 'pick', 'stone', 'either', 'position', 'position', 'move', 'stone', 'integer', 'position', 'game', 'ends', 'cannot', 'make', 'stones', 'consecutive', 'game', 'minimum', 'maximum', 'number', 'moves', 'could', 'return', 'answer', 'length', 'answer', 'move', 'stone', 'move', 'stone', 'cannot', 'make', 'move', 'stone', 'move', 'stone', 'brainteaser']",1
1097,Stream of Characters,"['implement', 'streamchecker', 'class', 'init', 'data', 'structure', 'returns', 'true', 'last', 'queried', 'order', 'oldest', 'including', 'letter', 'spell', 'one', 'words', 'streamchecker', 'streamchecker', 'new', 'init', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'return', 'words', 'consist', 'lowercase', 'english', 'queries', 'consist', 'lowercase', 'english', 'number', 'queries', 'trie']",3
1096,Maximum Sum of Two Non-Overlapping Subarrays,"['array', 'return', 'maximum', 'sum', 'elements', 'two', 'subarray', 'could', 'occur', 'largest', 'one', 'choice', 'subarrays', 'length', 'length', 'one', 'choice', 'subarrays', 'length', 'length', 'one', 'choice', 'subarrays', 'length', 'length', 'array']",2
1095,Two City Scheduling,"['people', 'company', 'planning', 'cost', 'flying', 'person', 'city', 'cost', 'flying', 'person', 'city', 'return', 'minimum', 'cost', 'fly', 'every', 'person', 'city', 'exactly', 'people', 'arrive', 'first', 'person', 'goes', 'city', 'cost', 'second', 'person', 'goes', 'city', 'cost', 'third', 'person', 'goes', 'city', 'cost', 'fourth', 'person', 'goes', 'city', 'cost', 'total', 'minimum', 'cost', 'half', 'people', 'interviewing', 'guaranteed', 'greedy']",1
1094,Matrix Cells in Distance Order,"['matrix', 'rows', 'columns', 'cells', 'integer', 'cell', 'matrix', 'return', 'coordinates', 'cells', 'sorted', 'distance', 'smallest', 'distance', 'largest', 'distance', 'two', 'cells', 'manhattan', 'may', 'return', 'answer', 'order', 'satisfies', 'distances', 'cells', 'distances', 'cells', 'answer', 'would', 'also', 'accepted', 'distances', 'cells', 'answers', 'would', 'also', 'accepted', 'sort']",1
1093,Recover a Tree From Preorder Traversal,"['run', 'first', 'search', 'root', 'binary', 'node', 'output', 'dashes', 'depth', 'output', 'value', 'depth', 'node', 'depth', 'immediate', 'child', 'depth', 'root', 'node', 'node', 'one', 'child', 'guaranteed', 'left', 'output', 'recover', 'tree', 'return', 'number', 'nodes', 'original', 'tree', 'node', 'value', 'tree', 'depth-first search']",3
1092,Maximum Difference Between Node and Ancestor,"['root', 'binary', 'find', 'maximum', 'value', 'exists', 'different', 'nodes', 'ancestor', 'node', 'ancestor', 'child', 'equal', 'child', 'ancestor', 'various', 'among', 'possible', 'maximum', 'value', 'obtained', 'number', 'nodes', 'tree', 'node', 'value', 'tree', 'depth-first search']",2
1087,Longest Arithmetic Sequence,"['array', 'return', 'length', 'longest', 'arithmetic', 'subsequence', 'recall', 'subsequence', 'list', 'sequence', 'arithmetic', 'value', 'whole', 'array', 'arithmetic', 'sequence', 'steps', 'length', 'longest', 'arithmetic', 'subsequence', 'longest', 'arithmetic', 'subsequence', 'dynamic programming']",2
1086,Divisor Game,"['alice', 'bob', 'take', 'turns', 'playing', 'alice', 'starting', 'number', 'player', 'makes', 'chalkboard', 'player', 'cannot', 'make', 'lose', 'return', 'true', 'alice', 'wins', 'assuming', 'players', 'play', 'alice', 'chooses', 'bob', 'alice', 'chooses', 'bob', 'chooses', 'alice', 'math', 'dynamic programming']",1
1081,Video Stitching,"['series', 'video', 'clips', 'sporting', 'event', 'lasted', 'video', 'clips', 'overlapping', 'varied', 'video', 'clip', 'starts', 'time', 'ends', 'time', 'cut', 'clips', 'segments', 'clip', 'cut', 'return', 'minimum', 'number', 'clips', 'needed', 'cut', 'clips', 'segments', 'cover', 'entire', 'sporting', 'event', 'task', 'return', 'clips', 'take', 'clips', 'total', 'reconstruct', 'sporting', 'event', 'cut', 'segments', 'segments', 'cover', 'sporting', 'event', 'clips', 'cover', 'clips', 'take', 'clips', 'clips', 'notice', 'extra', 'video', 'event', 'dynamic programming']",2
1080,Camelcase Matching,"['query', 'word', 'matches', 'pattern', 'insert', 'lowercase', 'letters', 'pattern', 'word', 'equals', 'may', 'insert', 'character', 'may', 'insert', 'list', 'return', 'answer', 'list', 'true', 'matches', 'queries', 'pattern', 'generated', 'like', 'generated', 'like', 'generated', 'like', 'queries', 'pattern', 'generated', 'like', 'generated', 'like', 'queries', 'pattern', 'generated', 'like', 'strings', 'consists', 'lower', 'upper', 'case', 'english', 'string', 'trie']",2
1079,Sum of Root To Leaf Binary Numbers,"['binary', 'node', 'value', 'path', 'represents', 'binary', 'number', 'starting', 'significant', 'path', 'could', 'represent', 'leaves', 'consider', 'numbers', 'represented', 'root', 'return', 'sum', 'number', 'nodes', 'tree', 'answer', 'exceed', 'tree']",1
1078,Remove Outermost Parentheses,"['valid', 'parentheses', 'string', 'either', 'empty', 'valid', 'parentheses', 'represents', 'string', 'valid', 'parentheses', 'valid', 'parentheses', 'string', 'primitive', 'exist', 'way', 'split', 'nonempty', 'valid', 'parentheses', 'valid', 'parentheses', 'string', 'consider', 'primitive', 'primitive', 'valid', 'parentheses', 'return', 'removing', 'outermost', 'parentheses', 'every', 'primitive', 'string', 'primitive', 'decomposition', 'input', 'string', 'primitive', 'decomposition', 'removing', 'outer', 'parentheses', 'input', 'string', 'primitive', 'decomposition', 'removing', 'outer', 'parentheses', 'input', 'string', 'primitive', 'decomposition', 'removing', 'outer', 'parentheses', 'valid', 'parentheses', 'string', 'stack']",1
1073,Number of Enclaves,"['array', 'cell', 'move', 'consists', 'walking', 'one', 'land', 'square', 'another', 'land', 'boundary', 'return', 'number', 'land', 'squares', 'grid', 'cannot', 'walk', 'boundary', 'grid', 'number', 'three', 'enclosed', 'one', 'enclosed', 'either', 'boundary', 'reach', 'rows', 'depth-first search']",2
1072,Next Greater Node In Linked List,"['linked', 'list', 'first', 'number', 'node', 'may', 'next', 'larger', 'smallest', 'possible', 'next', 'larger', 'value', 'return', 'array', 'note', 'arrays', 'serialization', 'linked', 'list', 'head', 'node', 'value', 'second', 'node', 'value', 'third', 'node', 'value', 'node', 'linked', 'list', 'length', 'range', 'linked list', 'stack']",2
1071,Binary Prefix Divisible By 5,"['array', 'consider', 'subarray', 'binary', 'number', 'return', 'list', 'divisible', 'input', 'numbers', 'binary', 'first', 'number', 'divisible', 'array']",1
1070,Convert to Base -2,"['number', 'return', 'string', 'consisting', 'represents', 'value', 'base', 'returned', 'string', 'must', 'leading', 'unless', 'string', 'math']",2
1065,Binary String With Substrings Representing 1 To N,"['binary', 'string', 'string', 'consisting', 'positive', 'integer', 'return', 'true', 'every', 'integer', 'binary', 'representation', 'substring', 'string']",2
1064,Smallest Integer Divisible by K,"['positive', 'integer', 'need', 'find', 'integer', 'divisible', 'contains', 'digit', 'return', 'smallest', 'answer', 'length', 'positive', 'integer', 'divisible', 'smallest', 'answer', 'length', 'math']",2
1063,Best Sightseeing Pair,"['array', 'positive', 'represents', 'value', 'sightseeing', 'spots', 'distance', 'pair', 'sightseeing', 'spots', 'sum', 'values', 'sightseeing', 'minus', 'distance', 'return', 'maximum', 'score', 'pair', 'sightseeing', 'array']",2
1062,Partition Array Into Three Parts With Equal Sum,"['array', 'return', 'true', 'partition', 'array', 'three', 'parts', 'equal', 'partition', 'array', 'find', 'indexes', 'array']",1
1057,Numbers With Repeated Digits,"['positive', 'integer', 'return', 'number', 'positive', 'integers', 'less', 'equal', 'least', 'repeated', 'positive', 'number', 'least', 'repeated', 'digit', 'positive', 'numbers', 'atleast', 'repeated', 'digit', 'math', 'dynamic programming']",3
1056,Capacity To Ship Packages Within D Days,"['conveyor', 'belt', 'packages', 'must', 'shipped', 'one', 'port', 'another', 'within', 'package', 'conveyor', 'belt', 'weight', 'load', 'ship', 'packages', 'conveyor', 'belt', 'order', 'may', 'load', 'weight', 'maximum', 'weight', 'capacity', 'return', 'least', 'weight', 'capacity', 'ship', 'result', 'packages', 'conveyor', 'belt', 'shipped', 'within', 'weights', 'ship', 'capacity', 'minimum', 'ship', 'packages', 'days', 'like', 'note', 'cargo', 'must', 'shipped', 'order', 'using', 'ship', 'capacity', 'splitting', 'packages', 'parts', 'like', 'weights', 'ship', 'capacity', 'minimum', 'ship', 'packages', 'days', 'like', 'weights', 'array', 'binary search']",2
1055,Pairs of Songs With Total Durations Divisible by 60,"['list', 'duration', 'return', 'number', 'pairs', 'songs', 'seconds', 'divisible', 'want', 'number', 'three', 'pairs', 'total', 'duration', 'divisible', 'total', 'duration', 'total', 'duration', 'total', 'duration', 'three', 'pairs', 'total', 'duration', 'divisible', 'array']",1
1054,Complement of Base 10 Integer,"['every', 'integer', 'binary', 'represented', 'note', 'except', 'leading', 'zeroes', 'binary', 'number', 'binary', 'get', 'changing', 'every', 'complement', 'binary', 'number', 'return', 'complement', 'binary', 'representation', 'complement', 'complement', 'complement', 'math']",1
1050,Construct Binary Search Tree from Preorder Traversal,"['return', 'root', 'node', 'binary', 'search', 'tree', 'matches', 'preorder', 'binary', 'search', 'binary', 'tree', 'every', 'descendant', 'value', 'descendant', 'value', 'also', 'recall', 'preorder', 'value', 'traverses', 'traverses', 'values', 'preorder', 'tree']",2
1049,Minimum Domino Rotations For Equal Row,"['row', 'represent', 'top', 'bottom', 'halves', 'domino', 'tile', 'two', 'numbers', 'one', 'half', 'may', 'rotate', 'swap', 'return', 'minimum', 'number', 'rotations', 'values', 'values', 'cannot', 'return', 'first', 'figure', 'represents', 'dominoes', 'rotate', 'second', 'fourth', 'make', 'every', 'value', 'top', 'row', 'equal', 'indicated', 'second', 'possible', 'rotate', 'dominoes', 'make', 'one', 'row', 'values', 'array', 'greedy']",2
1048,Clumsy Factorial,"['factorial', 'positive', 'integer', 'product', 'positive', 'integers', 'less', 'equal', 'instead', 'make', 'clumsy', 'integers', 'decreasing', 'multiply', 'operations', 'fixed', 'rotation', 'divide', 'add', 'subtract', 'operations', 'still', 'applied', 'using', 'usual', 'order', 'operations', 'multiplication', 'division', 'steps', 'addition', 'subtraction', 'multiplication', 'division', 'steps', 'processed', 'left', 'division', 'use', 'floor', 'guarantees', 'result', 'implement', 'defined', 'integer', 'returns', 'clumsy', 'factorial', 'answer', 'answer', 'guaranteed', 'fit', 'within', 'math']",2
1047,Maximize Sum Of Array After K Negations,"['array', 'array', 'following', 'choose', 'repeat', 'process', 'times', 'may', 'choose', 'index', 'multiple', 'return', 'largest', 'possible', 'sum', 'array', 'modifying', 'choose', 'indices', 'becomes', 'choose', 'indices', 'becomes', 'choose', 'indices', 'becomes', 'greedy']",1
1046,Max Consecutive Ones III,"['array', 'may', 'change', 'return', 'length', 'longest', 'subarray', 'contains', 'bolded', 'numbers', 'flipped', 'longest', 'subarray', 'bolded', 'numbers', 'flipped', 'longest', 'subarray', 'two pointers', 'sliding window']",2
1045,Check If Word Is Valid After Substitutions,"['string', 'valid', 'string', 'may', 'two', 'pieces', 'concatenated', 'equal', 'may', 'also', 'examples', 'valid', 'strings', 'examples', 'return', 'true', 'start', 'valid', 'string', 'insert', 'another', 'resulting', 'valid', 'consecutive', 'insertings', 'insert', 'last', 'resulting', 'false', 'string', 'stack']",2
1044,Find Common Characters,"['strings', 'made', 'lowercase', 'return', 'list', 'characters', 'show', 'strings', 'within', 'list', 'character', 'occurs', 'strings', 'need', 'include', 'character', 'three', 'final', 'may', 'return', 'answer', 'lowercase', 'letter', 'array', 'hash table']",1
1043,Grid Illumination,"['grid', 'cell', 'number', 'lamps', 'tells', 'us', 'location', 'lamp', 'lamp', 'illuminates', 'every', 'square', 'diagonals', 'queen', 'answer', 'query', 'cell', 'else', 'query', 'order', 'turn', 'cell', 'adjacent', 'share', 'corner', 'edge', 'cell', 'return', 'array', 'equal', 'answer', 'query', 'lamps', 'queries', 'performing', 'first', 'query', 'lamps', 'grid', 'representing', 'cells', 'lit', 'looks', 'like', 'top', 'left', 'bottom', 'right', 'query', 'returns', 'cell', 'lamp', 'turns', 'grid', 'looks', 'like', 'performing', 'second', 'query', 'lamp', 'query', 'returns', 'cell', 'longer', 'hash table']",3
1042,Minimum Cost to Merge Stones,"['piles', 'stones', 'arranged', 'pile', 'move', 'consists', 'merging', 'piles', 'one', 'cost', 'move', 'equal', 'total', 'number', 'stones', 'find', 'minimum', 'cost', 'merge', 'piles', 'stones', 'one', 'return', 'stones', 'start', 'merge', 'cost', 'left', 'merge', 'cost', 'left', 'merge', 'cost', 'left', 'total', 'cost', 'minimum', 'stones', 'merge', 'piles', 'merge', 'task', 'stones', 'start', 'merge', 'cost', 'left', 'merge', 'cost', 'left', 'total', 'cost', 'minimum', 'dynamic programming']",3
1041,Available Captures for Rook,"['one', 'white', 'also', 'may', 'empty', 'white', 'black', 'characters', 'uppercase', 'characters', 'represent', 'white', 'lowercase', 'characters', 'represent', 'black', 'rook', 'moves', 'rules', 'chooses', 'one', 'four', 'cardinal', 'directions', 'moves', 'direction', 'chooses', 'reaches', 'edge', 'captures', 'opposite', 'colored', 'pawn', 'moving', 'square', 'rooks', 'cannot', 'move', 'square', 'friendly', 'return', 'number', 'pawns', 'rook', 'capture', 'one', 'rook', 'able', 'capture', 'bishops', 'blocking', 'rook', 'capture', 'rook', 'capture', 'pawns', 'positions', 'either', 'exactly', 'one', 'cell', 'array']",1
1040,Maximum Binary Tree II,"['maximum', 'tree', 'every', 'node', 'value', 'greater', 'value', 'previous', 'constructed', 'recursively', 'return', 'let', 'largest', 'element', 'create', 'root', 'node', 'value', 'left', 'child', 'root', 'right', 'child', 'return', 'note', 'root', 'node', 'root', 'suppose', 'copy', 'value', 'val', 'appended', 'guaranteed', 'unique', 'return', 'root', 'val', 'root', 'val', 'root', 'val', 'tree']",2
1039,Find the Town Judge,"['people', 'labelled', 'rumor', 'one', 'people', 'secretly', 'town', 'judge', 'town', 'judge', 'trusts', 'everybody', 'town', 'trusts', 'town', 'exactly', 'one', 'person', 'satisfies', 'properties', 'array', 'pairs', 'representing', 'person', 'labelled', 'trusts', 'person', 'labelled', 'town', 'judge', 'exists', 'return', 'label', 'town', 'return', 'trust', 'trust', 'trust', 'trust', 'trust', 'different', 'graph']",1
1038,Number of Squareful Arrays,"['array', 'array', 'squareful', 'every', 'pair', 'adjacent', 'sum', 'perfect', 'return', 'number', 'permutations', 'two', 'permutations', 'differ', 'index', 'valid', 'math', 'backtracking', 'graph']",3
1037,Minimum Number of K Consecutive Bit Flips,"['array', 'containing', 'choosing', 'subarray', 'length', 'simultaneously', 'changing', 'every', 'subarray', 'every', 'subarray', 'return', 'minimum', 'number', 'flips', 'required', 'return', 'flip', 'flip', 'matter', 'flip', 'subarrays', 'size', 'make', 'array', 'become', 'flip', 'becomes', 'flip', 'becomes', 'flip', 'becomes', 'greedy', 'sliding window']",3
1036,Rotting Oranges,"['cell', 'one', 'value', 'representing', 'empty', 'value', 'representing', 'fresh', 'value', 'representing', 'rotten', 'every', 'fresh', 'orange', 'adjacent', 'rotten', 'orange', 'becomes', 'return', 'minimum', 'number', 'minutes', 'must', 'elapse', 'cell', 'fresh', 'return', 'orange', 'bottom', 'left', 'corner', 'column', 'never', 'rotting', 'happens', 'since', 'already', 'fresh', 'oranges', 'minute', 'answer', 'breadth-first search']",1
1035,Cousins in Binary Tree,"['binary', 'root', 'node', 'depth', 'children', 'depth', 'node', 'depth', 'two', 'nodes', 'binary', 'tree', 'cousins', 'different', 'root', 'binary', 'tree', 'unique', 'values', 'two', 'different', 'nodes', 'nodes', 'corresponding', 'values', 'root', 'root', 'root', 'false', 'number', 'nodes', 'tree', 'node', 'unique', 'integer', 'value', 'tree', 'breadth-first search']",1
1034,Subarrays with K Different Integers,"['array', 'positive', 'call', 'necessarily', 'subarray', 'good', 'number', 'different', 'integers', 'subarray', 'exactly', 'different', 'return', 'number', 'good', 'subarrays', 'subarrays', 'formed', 'exactly', 'different', 'subarrays', 'formed', 'exactly', 'different', 'hash table', 'two pointers', 'sliding window']",3
